220	15	NYJ	PHI	2011-12-18 16:15:00
221	15	CLE	ARI	2011-12-18 16:15:00
222	15	NE	DEN	2011-12-18 16:15:00
223	15	BAL	SD	2011-12-18 20:20:00
224	15	PIT	SF	2011-12-19 20:30:00
225	16	HOU	IND	2011-12-22 20:20:00
226	16	CLE	BAL	2011-12-24 13:00:00
227	16	TB	CAR	2011-12-24 13:00:00
228	16	MIA	NE	2011-12-24 13:00:00
229	16	OAK	KC	2011-12-24 13:00:00
230	16	JAX	TEN	2011-12-24 13:00:00
231	16	ARI	CIN	2011-12-24 13:00:00
232	16	NYG	NYJ	2011-12-24 13:00:00
233	16	STL	PIT	2011-12-24 13:00:00
234	16	DEN	BUF	2011-12-24 13:00:00
235	16	MIN	WAS	2011-12-24 13:00:00
236	16	SD	DET	2011-12-24 16:05:00
237	16	PHI	DAL	2011-12-24 16:15:00
238	16	SF	SEA	2011-12-24 16:15:00
239	16	CHI	GB	2011-12-25 20:20:00
240	16	ATL	NO	2011-12-26 20:30:00
241	17	TB	ATL	2012-01-01 13:00:00
242	17	DAL	NYG	2012-01-01 13:00:00
243	17	CAR	NO	2012-01-01 13:00:00
244	17	SF	STL	2012-01-01 13:00:00
245	17	IND	JAX	2012-01-01 13:00:00
246	17	TEN	HOU	2012-01-01 13:00:00
247	17	DET	GB	2012-01-01 13:00:00
248	17	WAS	PHI	2012-01-01 13:00:00
249	17	BUF	NE	2012-01-01 13:00:00
250	17	CHI	MIN	2012-01-01 13:00:00
251	17	NYJ	MIA	2012-01-01 13:00:00
252	17	BAL	CIN	2012-01-01 13:00:00
253	17	PIT	CLE	2012-01-01 13:00:00
254	17	KC	DEN	2012-01-01 16:15:00
255	17	SEA	ARI	2012-01-01 16:15:00
256	17	SD	OAK	2012-01-01 16:15:00
